CropItem,Year,Yield(hg/ha),Nutrients(tonnes),SyntheticFert(tonnes),Pesticides(tonnes),Temp_ann_degC,LandUsed,LandIrrigated
Linseed,1990,2896.0,150225,132396,937,24.21,2267,618.0
Linseed,1991,3021.0,159101,140809,901,24.28,2269,621.0
Linseed,1992,3295.0,151930,147467,884,24.15,2266,623.0
Linseed,1993,3106.0,154815,153630,829,24.43,2267,626.0
Linseed,1994,3463.0,169545,166375,766,24.46,2266,644.0
Linseed,1995,3403.0,173452,171899,765,25.29,2261,663.0
Linseed,1996,3463.0,179225,180528,701,24.55,2257,681.0
Linseed,1997,3732.0,202349,190783,653,24.1,2262,700.0
Linseed,1998,2899.0,209968,198690,614,24.76,2260,718.0
Linseed,1999,3535.0,225709,202759,577,24.67,2262,736.0
Linseed,2000,4060.0,208778,191103,561,24.6,2262,755.0
Linseed,2001,3509.0,216803,197928,546,24.73,2256,773.0
Linseed,2002,3903.0,201199,183211,531,25.0,2257,782.0
Linseed,2003,3926.0,210090,193862,515,24.72,2253,790.0
Linseed,2004,4124.0,230083,204972,438,24.74,2254,799.0
Linseed,2005,3782.0,254342,222668,441,24.58,2251,808.0
Linseed,2006,3949.0,270526,240815,467,25.06,2248,815.0
Linseed,2007,3941.0,282138,252309,342,24.77,2245,822.0
Linseed,2008,3483.0,302855,260116,181,24.61,2246,829.0
Linseed,2009,4148.0,330569,272271,358,25.11,2250,846.0
Linseed,2010,4494.0,351378,287886,501,25.13,2244,846.0
Linseed,2011,4095.0,354671,303931,694,24.67,2245,847.0
Linseed,2012,4706.0,319201,294365,662,24.69,2245,869.0
Linseed,2013,4966.0,306031,293126,570,24.82,2246,871.0
Linseed,2014,4836.0,319767,296618,703,24.73,2246,873.0
Linseed,2015,5439.0,334407,304015,709,24.91,2245,875.0
Linseed,2016,4195.0,324363,292869,732,26.45,2244,877.0
Linseed,2017,5665.0,332386,296765,792,26.29,2244,880.0
Linseed,2018,5327.0,342190,308493,745,25.9,2244,880.0
Linseed,2019,5736.0,362120,299376,771,25.86,2244,880.0
Maize,1990,15178.0,150225,132396,937,24.21,2267,618.0
Maize,1991,13763.0,159101,140809,901,24.28,2269,621.0
Maize,1992,16758.0,151930,147467,884,24.15,2266,623.0
Maize,1993,16015.0,154815,153630,829,24.43,2267,626.0
Maize,1994,14480.0,169545,166375,766,24.46,2266,644.0
Maize,1995,15946.0,173452,171899,765,25.29,2261,663.0
Maize,1996,17094.0,179225,180528,701,24.55,2257,681.0
Maize,1997,17111.0,202349,190783,653,24.1,2262,700.0
Maize,1998,17969.0,209968,198690,614,24.76,2260,718.0
Maize,1999,17922.0,225709,202759,577,24.67,2262,736.0
Maize,2000,18216.0,208778,191103,561,24.6,2262,755.0
Maize,2001,19996.0,216803,197928,546,24.73,2256,773.0
Maize,2002,16807.0,201199,183211,531,25.0,2257,782.0
Maize,2003,20405.0,210090,193862,515,24.72,2253,790.0
Maize,2004,19073.0,230083,204972,438,24.74,2254,799.0
Maize,2005,19385.0,254342,222668,441,24.58,2251,808.0
Maize,2006,19125.0,270526,240815,467,25.06,2248,815.0
Maize,2007,23352.0,282138,252309,342,24.77,2245,822.0
Maize,2008,24140.0,302855,260116,181,24.61,2246,829.0
Maize,2009,20238.0,330569,272271,358,25.11,2250,846.0
Maize,2010,25401.0,351378,287886,501,25.13,2244,846.0
Maize,2011,24784.0,354671,303931,694,24.67,2245,847.0
Maize,2012,25557.0,319201,294365,662,24.69,2245,869.0
Maize,2013,25726.0,306031,293126,570,24.82,2246,871.0
Maize,2014,26107.0,319767,296618,703,24.73,2246,873.0
Maize,2015,25972.0,334407,304015,709,24.91,2245,875.0
Maize,2016,26162.0,324363,292869,732,26.45,2244,877.0
Maize,2017,26886.0,332386,296765,792,26.29,2244,880.0
Maize,2018,30653.0,342190,308493,745,25.9,2244,880.0
Maize,2019,30702.0,362120,299376,771,25.86,2244,880.0
"Mangoes, mangosteens, guavas",1990,102156.0,150225,132396,937,24.21,2267,618.0
"Mangoes, mangosteens, guavas",1991,81217.0,159101,140809,901,24.28,2269,621.0
"Mangoes, mangosteens, guavas",1992,81143.0,151930,147467,884,24.15,2266,623.0
"Mangoes, mangosteens, guavas",1993,82869.0,154815,153630,829,24.43,2267,626.0
"Mangoes, mangosteens, guavas",1994,89350.0,169545,166375,766,24.46,2266,644.0
"Mangoes, mangosteens, guavas",1995,85938.0,173452,171899,765,25.29,2261,663.0
"Mangoes, mangosteens, guavas",1996,84132.0,179225,180528,701,24.55,2257,681.0
"Mangoes, mangosteens, guavas",1997,91667.0,202349,190783,653,24.1,2262,700.0
"Mangoes, mangosteens, guavas",1998,73071.0,209968,198690,614,24.76,2260,718.0
"Mangoes, mangosteens, guavas",1999,69790.0,225709,202759,577,24.67,2262,736.0
"Mangoes, mangosteens, guavas",2000,70640.0,208778,191103,561,24.6,2262,755.0
"Mangoes, mangosteens, guavas",2001,66207.0,216803,197928,546,24.73,2256,773.0
"Mangoes, mangosteens, guavas",2002,63588.0,201199,183211,531,25.0,2257,782.0
"Mangoes, mangosteens, guavas",2003,78435.0,210090,193862,515,24.72,2253,790.0
"Mangoes, mangosteens, guavas",2004,60261.0,230083,204972,438,24.74,2254,799.0
"Mangoes, mangosteens, guavas",2005,60037.0,254342,222668,441,24.58,2251,808.0
"Mangoes, mangosteens, guavas",2006,60860.0,270526,240815,467,25.06,2248,815.0
"Mangoes, mangosteens, guavas",2007,63760.0,282138,252309,342,24.77,2245,822.0
"Mangoes, mangosteens, guavas",2008,63594.0,302855,260116,181,24.61,2246,829.0
"Mangoes, mangosteens, guavas",2009,55219.0,330569,272271,358,25.11,2250,846.0
"Mangoes, mangosteens, guavas",2010,64986.0,351378,287886,501,25.13,2244,846.0
"Mangoes, mangosteens, guavas",2011,66121.0,354671,303931,694,24.67,2245,847.0
"Mangoes, mangosteens, guavas",2012,68108.0,319201,294365,662,24.69,2245,869.0
"Mangoes, mangosteens, guavas",2013,72008.0,306031,293126,570,24.82,2246,871.0
"Mangoes, mangosteens, guavas",2014,73257.0,319767,296618,703,24.73,2246,873.0
"Mangoes, mangosteens, guavas",2015,85654.0,334407,304015,709,24.91,2245,875.0
"Mangoes, mangosteens, guavas",2016,84396.0,324363,292869,732,26.45,2244,877.0
"Mangoes, mangosteens, guavas",2017,94385.0,332386,296765,792,26.29,2244,880.0
"Mangoes, mangosteens, guavas",2018,98797.0,342190,308493,745,25.9,2244,880.0
"Mangoes, mangosteens, guavas",2019,99654.0,362120,299376,771,25.86,2244,880.0
"Melons, other (inc.cantaloupes)",1990,201639.0,150225,132396,937,24.21,2267,618.0
"Melons, other (inc.cantaloupes)",1991,218276.0,159101,140809,901,24.28,2269,621.0
"Melons, other (inc.cantaloupes)",1992,200000.0,151930,147467,884,24.15,2266,623.0
"Melons, other (inc.cantaloupes)",1993,200423.0,154815,153630,829,24.43,2267,626.0
"Melons, other (inc.cantaloupes)",1994,205923.0,169545,166375,766,24.46,2266,644.0
"Melons, other (inc.cantaloupes)",1995,206612.0,173452,171899,765,25.29,2261,663.0
"Melons, other (inc.cantaloupes)",1996,204473.0,179225,180528,701,24.55,2257,681.0
"Melons, other (inc.cantaloupes)",1997,207966.0,202349,190783,653,24.1,2262,700.0
"Melons, other (inc.cantaloupes)",1998,208581.0,209968,198690,614,24.76,2260,718.0
"Melons, other (inc.cantaloupes)",1999,209164.0,225709,202759,577,24.67,2262,736.0
"Melons, other (inc.cantaloupes)",2000,204762.0,208778,191103,561,24.6,2262,755.0
"Melons, other (inc.cantaloupes)",2001,210215.0,216803,197928,546,24.73,2256,773.0
"Melons, other (inc.cantaloupes)",2002,210857.0,201199,183211,531,25.0,2257,782.0
"Melons, other (inc.cantaloupes)",2003,212168.0,210090,193862,515,24.72,2253,790.0
"Melons, other (inc.cantaloupes)",2004,213472.0,230083,204972,438,24.74,2254,799.0
"Melons, other (inc.cantaloupes)",2005,214543.0,254342,222668,441,24.58,2251,808.0
"Melons, other (inc.cantaloupes)",2006,215497.0,270526,240815,467,25.06,2248,815.0
"Melons, other (inc.cantaloupes)",2007,216471.0,282138,252309,342,24.77,2245,822.0
"Melons, other (inc.cantaloupes)",2008,217447.0,302855,260116,181,24.61,2246,829.0
"Melons, other (inc.cantaloupes)",2009,218418.0,330569,272271,358,25.11,2250,846.0
"Melons, other (inc.cantaloupes)",2010,219381.0,351378,287886,501,25.13,2244,846.0
"Melons, other (inc.cantaloupes)",2011,187316.0,354671,303931,694,24.67,2245,847.0
"Melons, other (inc.cantaloupes)",2012,208158.0,319201,294365,662,24.69,2245,869.0
"Melons, other (inc.cantaloupes)",2013,206667.0,306031,293126,570,24.82,2246,871.0
"Melons, other (inc.cantaloupes)",2014,205676.0,319767,296618,703,24.73,2246,873.0
"Melons, other (inc.cantaloupes)",2015,205476.0,334407,304015,709,24.91,2245,875.0
"Melons, other (inc.cantaloupes)",2016,207778.0,324363,292869,732,26.45,2244,877.0
"Melons, other (inc.cantaloupes)",2017,219400.0,332386,296765,792,26.29,2244,880.0
"Melons, other (inc.cantaloupes)",2018,227963.0,342190,308493,745,25.9,2244,880.0
"Melons, other (inc.cantaloupes)",2019,222105.0,362120,299376,771,25.86,2244,880.0
Millet,1990,6905.0,150225,132396,937,24.21,2267,618.0
Millet,1991,5706.0,159101,140809,901,24.28,2269,621.0
Millet,1992,8467.0,151930,147467,884,24.15,2266,623.0
Millet,1993,6374.0,154815,153630,829,24.43,2267,626.0
Millet,1994,7475.0,169545,166375,766,24.46,2266,644.0
Millet,1995,6790.0,173452,171899,765,25.29,2261,663.0
Millet,1996,8186.0,179225,180528,701,24.55,2257,681.0
Millet,1997,8073.0,202349,190783,653,24.1,2262,700.0
Millet,1998,8155.0,209968,198690,614,24.76,2260,718.0
Millet,1999,7277.0,225709,202759,577,24.67,2262,736.0
Millet,2000,7745.0,208778,191103,561,24.6,2262,755.0
Millet,2001,8998.0,216803,197928,546,24.73,2256,773.0
Millet,2002,6271.0,201199,183211,531,25.0,2257,782.0
Millet,2003,10868.0,210090,193862,515,24.72,2253,790.0
Millet,2004,9121.0,230083,204972,438,24.74,2254,799.0
Millet,2005,8629.0,254342,222668,441,24.58,2251,808.0
Millet,2006,8804.0,270526,240815,467,25.06,2248,815.0
Millet,2007,10836.0,282138,252309,342,24.77,2245,822.0
Millet,2008,10301.0,302855,260116,181,24.61,2246,829.0
Millet,2009,7977.0,330569,272271,358,25.11,2250,846.0
Millet,2010,11273.0,351378,287886,501,25.13,2244,846.0
Millet,2011,11854.0,354671,303931,694,24.67,2245,847.0
Millet,2012,9998.0,319201,294365,662,24.69,2245,869.0
Millet,2013,11886.0,306031,293126,570,24.82,2246,871.0
Millet,2014,11789.0,319767,296618,703,24.73,2246,873.0
Millet,2015,12758.0,334407,304015,709,24.91,2245,875.0
Millet,2016,11629.0,324363,292869,732,26.45,2244,877.0
Millet,2017,12709.0,332386,296765,792,26.29,2244,880.0
Millet,2018,12616.0,342190,308493,745,25.9,2244,880.0
Millet,2019,12114.0,362120,299376,771,25.86,2244,880.0
"Nutmeg, mace and cardamoms",1990,809.0,150225,132396,937,24.21,2267,618.0
"Nutmeg, mace and cardamoms",1991,809.0,159101,140809,901,24.28,2269,621.0
"Nutmeg, mace and cardamoms",1992,953.0,151930,147467,884,24.15,2266,623.0
"Nutmeg, mace and cardamoms",1993,1075.0,154815,153630,829,24.43,2267,626.0
"Nutmeg, mace and cardamoms",1994,1066.0,169545,166375,766,24.46,2266,644.0
"Nutmeg, mace and cardamoms",1995,1153.0,173452,171899,765,25.29,2261,663.0
"Nutmeg, mace and cardamoms",1996,1273.0,179225,180528,701,24.55,2257,681.0
"Nutmeg, mace and cardamoms",1997,1241.0,202349,190783,653,24.1,2262,700.0
"Nutmeg, mace and cardamoms",1998,1059.0,209968,198690,614,24.76,2260,718.0
"Nutmeg, mace and cardamoms",1999,1262.0,225709,202759,577,24.67,2262,736.0
"Nutmeg, mace and cardamoms",2000,1569.0,208778,191103,561,24.6,2262,755.0
"Nutmeg, mace and cardamoms",2001,1659.0,216803,197928,546,24.73,2256,773.0
"Nutmeg, mace and cardamoms",2002,1740.0,201199,183211,531,25.0,2257,782.0
"Nutmeg, mace and cardamoms",2003,1747.0,210090,193862,515,24.72,2253,790.0
"Nutmeg, mace and cardamoms",2004,1775.0,230083,204972,438,24.74,2254,799.0
"Nutmeg, mace and cardamoms",2005,1858.0,254342,222668,441,24.58,2251,808.0
"Nutmeg, mace and cardamoms",2006,1635.0,270526,240815,467,25.06,2248,815.0
"Nutmeg, mace and cardamoms",2007,1666.0,282138,252309,342,24.77,2245,822.0
"Nutmeg, mace and cardamoms",2008,1680.0,302855,260116,181,24.61,2246,829.0
"Nutmeg, mace and cardamoms",2009,1743.0,330569,272271,358,25.11,2250,846.0
"Nutmeg, mace and cardamoms",2010,1811.0,351378,287886,501,25.13,2244,846.0
"Nutmeg, mace and cardamoms",2011,1777.0,354671,303931,694,24.67,2245,847.0
"Nutmeg, mace and cardamoms",2012,1964.0,319201,294365,662,24.69,2245,869.0
"Nutmeg, mace and cardamoms",2013,1727.0,306031,293126,570,24.82,2246,871.0
"Nutmeg, mace and cardamoms",2014,2258.0,319767,296618,703,24.73,2246,873.0
"Nutmeg, mace and cardamoms",2015,2391.0,334407,304015,709,24.91,2245,875.0
"Nutmeg, mace and cardamoms",2016,3551.0,324363,292869,732,26.45,2244,877.0
"Nutmeg, mace and cardamoms",2017,3981.0,332386,296765,792,26.29,2244,880.0
"Nutmeg, mace and cardamoms",2018,3981.0,342190,308493,745,25.9,2244,880.0
"Nutmeg, mace and cardamoms",2019,3619.0,362120,299376,771,25.86,2244,880.0
Oilseeds nes,1990,3048.0,150225,132396,937,24.21,2267,618.0
Oilseeds nes,1991,2803.0,159101,140809,901,24.28,2269,621.0
Oilseeds nes,1992,2769.0,151930,147467,884,24.15,2266,623.0
Oilseeds nes,1993,3272.0,154815,153630,829,24.43,2267,626.0
Oilseeds nes,1994,3209.0,169545,166375,766,24.46,2266,644.0
Oilseeds nes,1995,3161.0,173452,171899,765,25.29,2261,663.0
Oilseeds nes,1996,2779.0,179225,180528,701,24.55,2257,681.0
Oilseeds nes,1997,2991.0,202349,190783,653,24.1,2262,700.0
Oilseeds nes,1998,3048.0,209968,198690,614,24.76,2260,718.0
Oilseeds nes,1999,3043.0,225709,202759,577,24.67,2262,736.0
Oilseeds nes,2000,2997.0,208778,191103,561,24.6,2262,755.0
Oilseeds nes,2001,3023.0,216803,197928,546,24.73,2256,773.0
Oilseeds nes,2002,3039.0,201199,183211,531,25.0,2257,782.0
Oilseeds nes,2003,3003.0,210090,193862,515,24.72,2253,790.0
Oilseeds nes,2004,3003.0,230083,204972,438,24.74,2254,799.0
Oilseeds nes,2005,3000.0,254342,222668,441,24.58,2251,808.0
Oilseeds nes,2006,3002.0,270526,240815,467,25.06,2248,815.0
Oilseeds nes,2007,3056.0,282138,252309,342,24.77,2245,822.0
Oilseeds nes,2008,3447.0,302855,260116,181,24.61,2246,829.0
Oilseeds nes,2009,2663.0,330569,272271,358,25.11,2250,846.0
Oilseeds nes,2010,2778.0,351378,287886,501,25.13,2244,846.0
Oilseeds nes,2011,3161.0,354671,303931,694,24.67,2245,847.0
Oilseeds nes,2012,3238.0,319201,294365,662,24.69,2245,869.0
Oilseeds nes,2013,3280.0,306031,293126,570,24.82,2246,871.0
Oilseeds nes,2014,3248.0,319767,296618,703,24.73,2246,873.0
Oilseeds nes,2015,2937.0,334407,304015,709,24.91,2245,875.0
Oilseeds nes,2016,3038.0,324363,292869,732,26.45,2244,877.0
Oilseeds nes,2017,3119.0,332386,296765,792,26.29,2244,880.0
Oilseeds nes,2018,3127.0,342190,308493,745,25.9,2244,880.0
Oilseeds nes,2019,3135.0,362120,299376,771,25.86,2244,880.0
Okra,1990,62466.0,150225,132396,937,24.21,2267,618.0
Okra,1991,62892.0,159101,140809,901,24.28,2269,621.0
Okra,1992,64000.0,151930,147467,884,24.15,2266,623.0
Okra,1993,63963.0,154815,153630,829,24.43,2267,626.0
Okra,1994,101000.0,169545,166375,766,24.46,2266,644.0
Okra,1995,92857.0,173452,171899,765,25.29,2261,663.0
Okra,1996,100000.0,179225,180528,701,24.55,2257,681.0
Okra,1997,100000.0,202349,190783,653,24.1,2262,700.0
Okra,1998,100313.0,209968,198690,614,24.76,2260,718.0
Okra,1999,102424.0,225709,202759,577,24.67,2262,736.0
Okra,2000,97714.0,208778,191103,561,24.6,2262,755.0
Okra,2001,95429.0,216803,197928,546,24.73,2256,773.0
Okra,2002,94857.0,201199,183211,531,25.0,2257,782.0
Okra,2003,95405.0,210090,193862,515,24.72,2253,790.0
Okra,2004,102843.0,230083,204972,438,24.74,2254,799.0
Okra,2005,98304.0,254342,222668,441,24.58,2251,808.0
Okra,2006,101445.0,270526,240815,467,25.06,2248,815.0
Okra,2007,102778.0,282138,252309,342,24.77,2245,822.0
Okra,2008,102678.0,302855,260116,181,24.61,2246,829.0
Okra,2009,104815.0,330569,272271,358,25.11,2250,846.0
Okra,2010,106261.0,351378,287886,501,25.13,2244,846.0
Okra,2011,116145.0,354671,303931,694,24.67,2245,847.0
Okra,2012,120830.0,319201,294365,662,24.69,2245,869.0
Okra,2013,119633.0,306031,293126,570,24.82,2246,871.0
Okra,2014,119145.0,319767,296618,703,24.73,2246,873.0
Okra,2015,113274.0,334407,304015,709,24.91,2245,875.0
Okra,2016,114462.0,324363,292869,732,26.45,2244,877.0
Okra,2017,118402.0,332386,296765,792,26.29,2244,880.0
Okra,2018,119745.0,342190,308493,745,25.9,2244,880.0
Okra,2019,120390.0,362120,299376,771,25.86,2244,880.0
"Onions, dry",1990,106863.0,150225,132396,937,24.21,2267,618.0
"Onions, dry",1991,110878.0,159101,140809,901,24.28,2269,621.0
"Onions, dry",1992,107883.0,151930,147467,884,24.15,2266,623.0
"Onions, dry",1993,109116.0,154815,153630,829,24.43,2267,626.0
"Onions, dry",1994,106709.0,169545,166375,766,24.46,2266,644.0
"Onions, dry",1995,106084.0,173452,171899,765,25.29,2261,663.0
"Onions, dry",1996,103465.0,179225,180528,701,24.55,2257,681.0
"Onions, dry",1997,90141.0,202349,190783,653,24.1,2262,700.0
"Onions, dry",1998,113905.0,209968,198690,614,24.76,2260,718.0
"Onions, dry",1999,99321.0,225709,202759,577,24.67,2262,736.0
"Onions, dry",2000,104913.0,208778,191103,561,24.6,2262,755.0
"Onions, dry",2001,105932.0,216803,197928,546,24.73,2256,773.0
"Onions, dry",2002,99117.0,201199,183211,531,25.0,2257,782.0
"Onions, dry",2003,113174.0,210090,193862,515,24.72,2253,790.0
"Onions, dry",2004,126435.0,230083,204972,438,24.74,2254,799.0
"Onions, dry",2005,134061.0,254342,222668,441,24.58,2251,808.0
"Onions, dry",2006,141237.0,270526,240815,467,25.06,2248,815.0
"Onions, dry",2007,169306.0,282138,252309,342,24.77,2245,822.0
"Onions, dry",2008,162650.0,302855,260116,181,24.61,2246,829.0
"Onions, dry",2009,160788.0,330569,272271,358,25.11,2250,846.0
"Onions, dry",2010,142086.0,351378,287886,501,25.13,2244,846.0
"Onions, dry",2011,161062.0,354671,303931,694,24.67,2245,847.0
"Onions, dry",2012,159819.0,319201,294365,662,24.69,2245,869.0
"Onions, dry",2013,158578.0,306031,293126,570,24.82,2246,871.0
"Onions, dry",2014,161201.0,319767,296618,703,24.73,2246,873.0
"Onions, dry",2015,161355.0,334407,304015,709,24.91,2245,875.0
"Onions, dry",2016,158568.0,324363,292869,732,26.45,2244,877.0
"Onions, dry",2017,171723.0,332386,296765,792,26.29,2244,880.0
"Onions, dry",2018,181027.0,342190,308493,745,25.9,2244,880.0
"Onions, dry",2019,187041.0,362120,299376,771,25.86,2244,880.0
Oranges,1990,145652.0,150225,132396,937,24.21,2267,618.0
Oranges,1991,145385.0,159101,140809,901,24.28,2269,621.0
Oranges,1992,118750.0,151930,147467,884,24.15,2266,623.0
Oranges,1993,149213.0,154815,153630,829,24.43,2267,626.0
Oranges,1994,98804.0,169545,166375,766,24.46,2266,644.0
Oranges,1995,76545.0,173452,171899,765,25.29,2261,663.0
Oranges,1996,94156.0,179225,180528,701,24.55,2257,681.0
Oranges,1997,111965.0,202349,190783,653,24.1,2262,700.0
Oranges,1998,101125.0,209968,198690,614,24.76,2260,718.0
Oranges,1999,107646.0,225709,202759,577,24.67,2262,736.0
Oranges,2000,97581.0,208778,191103,561,24.6,2262,755.0
Oranges,2001,103194.0,216803,197928,546,24.73,2256,773.0
Oranges,2002,88242.0,201199,183211,531,25.0,2257,782.0
Oranges,2003,66525.0,210090,193862,515,24.72,2253,790.0
Oranges,2004,86351.0,230083,204972,438,24.74,2254,799.0
Oranges,2005,87672.0,254342,222668,441,24.58,2251,808.0
Oranges,2006,77928.0,270526,240815,467,25.06,2248,815.0
Oranges,2007,91329.0,282138,252309,342,24.77,2245,822.0
Oranges,2008,93774.0,302855,260116,181,24.61,2246,829.0
Oranges,2009,92332.0,330569,272271,358,25.11,2250,846.0
Oranges,2010,94510.0,351378,287886,501,25.13,2244,846.0
Oranges,2011,95031.0,354671,303931,694,24.67,2245,847.0
Oranges,2012,88843.0,319201,294365,662,24.69,2245,869.0
Oranges,2013,101296.0,306031,293126,570,24.82,2246,871.0
Oranges,2014,110054.0,319767,296618,703,24.73,2246,873.0
Oranges,2015,112391.0,334407,304015,709,24.91,2245,875.0
Oranges,2016,118268.0,324363,292869,732,26.45,2244,877.0
Oranges,2017,127238.0,332386,296765,792,26.29,2244,880.0
Oranges,2018,136493.0,342190,308493,745,25.9,2244,880.0
Oranges,2019,144954.0,362120,299376,771,25.86,2244,880.0
Papayas,1990,123637.0,150225,132396,937,24.21,2267,618.0
Papayas,1991,178164.0,159101,140809,901,24.28,2269,621.0
Papayas,1992,169497.0,151930,147467,884,24.15,2266,623.0
Papayas,1993,226422.0,154815,153630,829,24.43,2267,626.0
Papayas,1994,223509.0,169545,166375,766,24.46,2266,644.0
Papayas,1995,216488.0,173452,171899,765,25.29,2261,663.0
Papayas,1996,203721.0,179225,180528,701,24.55,2257,681.0
Papayas,1997,233148.0,202349,190783,653,24.1,2262,700.0
Papayas,1998,233487.0,209968,198690,614,24.76,2260,718.0
Papayas,1999,273978.0,225709,202759,577,24.67,2262,736.0
Papayas,2000,255170.0,208778,191103,561,24.6,2262,755.0
Papayas,2001,351479.0,216803,197928,546,24.73,2256,773.0
Papayas,2002,315765.0,201199,183211,531,25.0,2257,782.0
Papayas,2003,290739.0,210090,193862,515,24.72,2253,790.0
Papayas,2004,343509.0,230083,204972,438,24.74,2254,799.0
Papayas,2005,315531.0,254342,222668,441,24.58,2251,808.0
Papayas,2006,342359.0,270526,240815,467,25.06,2248,815.0
Papayas,2007,350482.0,282138,252309,342,24.77,2245,822.0
Papayas,2008,370306.0,302855,260116,181,24.61,2246,829.0
Papayas,2009,408934.0,330569,272271,358,25.11,2250,846.0
Papayas,2010,395849.0,351378,287886,501,25.13,2244,846.0
Papayas,2011,379651.0,354671,303931,694,24.67,2245,847.0
Papayas,2012,407727.0,319201,294365,662,24.69,2245,869.0
Papayas,2013,410667.0,306031,293126,570,24.82,2246,871.0
Papayas,2014,422863.0,319767,296618,703,24.73,2246,873.0
Papayas,2015,427217.0,334407,304015,709,24.91,2245,875.0
Papayas,2016,429318.0,324363,292869,732,26.45,2244,877.0
Papayas,2017,443284.0,332386,296765,792,26.29,2244,880.0
Papayas,2018,433986.0,342190,308493,745,25.9,2244,880.0
Papayas,2019,406040.0,362120,299376,771,25.86,2244,880.0
Peaches and nectarines,1990,45161.0,150225,132396,937,24.21,2267,618.0
Peaches and nectarines,1991,46875.0,159101,140809,901,24.28,2269,621.0
Peaches and nectarines,1992,47059.0,151930,147467,884,24.15,2266,623.0
Peaches and nectarines,1993,47429.0,154815,153630,829,24.43,2267,626.0
Peaches and nectarines,1994,47222.0,169545,166375,766,24.46,2266,644.0
Peaches and nectarines,1995,48634.0,173452,171899,765,25.29,2261,663.0
Peaches and nectarines,1996,51351.0,179225,180528,701,24.55,2257,681.0
Peaches and nectarines,1997,52124.0,202349,190783,653,24.1,2262,700.0
Peaches and nectarines,1998,53442.0,209968,198690,614,24.76,2260,718.0
Peaches and nectarines,1999,54708.0,225709,202759,577,24.67,2262,736.0
Peaches and nectarines,2000,55931.0,208778,191103,561,24.6,2262,755.0
Peaches and nectarines,2001,57112.0,216803,197928,546,24.73,2256,773.0
Peaches and nectarines,2002,58496.0,201199,183211,531,25.0,2257,782.0
Peaches and nectarines,2003,58217.0,210090,193862,515,24.72,2253,790.0
Peaches and nectarines,2004,59193.0,230083,204972,438,24.74,2254,799.0
Peaches and nectarines,2005,60602.0,254342,222668,441,24.58,2251,808.0
Peaches and nectarines,2006,61483.0,270526,240815,467,25.06,2248,815.0
Peaches and nectarines,2007,62360.0,282138,252309,342,24.77,2245,822.0
Peaches and nectarines,2008,63240.0,302855,260116,181,24.61,2246,829.0
Peaches and nectarines,2009,64126.0,330569,272271,358,25.11,2250,846.0
Peaches and nectarines,2010,65946.0,351378,287886,501,25.13,2244,846.0
Peaches and nectarines,2011,65845.0,354671,303931,694,24.67,2245,847.0
Peaches and nectarines,2012,66667.0,319201,294365,662,24.69,2245,869.0
Peaches and nectarines,2013,66667.0,306031,293126,570,24.82,2246,871.0
Peaches and nectarines,2014,68783.0,319767,296618,703,24.73,2246,873.0
Peaches and nectarines,2015,70107.0,334407,304015,709,24.91,2245,875.0
Peaches and nectarines,2016,70542.0,324363,292869,732,26.45,2244,877.0
Peaches and nectarines,2017,28923.5,332386,296765,792,26.29,2244,880.0
Peaches and nectarines,2018,28923.5,342190,308493,745,25.9,2244,880.0
Peaches and nectarines,2019,28923.5,362120,299376,771,25.86,2244,880.0
Pears,1990,53306.0,150225,132396,937,24.21,2267,618.0
Pears,1991,60526.0,159101,140809,901,24.28,2269,621.0
Pears,1992,60000.0,151930,147467,884,24.15,2266,623.0
Pears,1993,59091.0,154815,153630,829,24.43,2267,626.0
Pears,1994,62480.0,169545,166375,766,24.46,2266,644.0
Pears,1995,64365.0,173452,171899,765,25.29,2261,663.0
Pears,1996,66667.0,179225,180528,701,24.55,2257,681.0
Pears,1997,68380.0,202349,190783,653,24.1,2262,700.0
Pears,1998,70435.0,209968,198690,614,24.76,2260,718.0
Pears,1999,77391.0,225709,202759,577,24.67,2262,736.0
Pears,2000,74173.0,208778,191103,561,24.6,2262,755.0
Pears,2001,75386.0,216803,197928,546,24.73,2256,773.0
Pears,2002,76589.0,201199,183211,531,25.0,2257,782.0
Pears,2003,77773.0,210090,193862,515,24.72,2253,790.0
Pears,2004,75769.0,230083,204972,438,24.74,2254,799.0
Pears,2005,75159.0,254342,222668,441,24.58,2251,808.0
Pears,2006,75167.0,270526,240815,467,25.06,2248,815.0
Pears,2007,75310.0,282138,252309,342,24.77,2245,822.0
Pears,2008,75154.0,302855,260116,181,24.61,2246,829.0
Pears,2009,75159.0,330569,272271,358,25.11,2250,846.0
Pears,2010,75146.0,351378,287886,501,25.13,2244,846.0
Pears,2011,75115.0,354671,303931,694,24.67,2245,847.0
Pears,2012,75080.0,319201,294365,662,24.69,2245,869.0
Pears,2013,75065.0,306031,293126,570,24.82,2246,871.0
Pears,2014,74905.0,319767,296618,703,24.73,2246,873.0
Pears,2015,72143.0,334407,304015,709,24.91,2245,875.0
Pears,2016,80750.0,324363,292869,732,26.45,2244,877.0
Pears,2017,78636.0,332386,296765,792,26.29,2244,880.0
Pears,2018,72273.0,342190,308493,745,25.9,2244,880.0
Pears,2019,71429.0,362120,299376,771,25.86,2244,880.0
"Peas, dry",1990,9093.0,150225,132396,937,24.21,2267,618.0
"Peas, dry",1991,10903.0,159101,140809,901,24.28,2269,621.0
