CropItem,Year,AreaHarvested(ha)
Pigeon peas,2003,3358900.0
Pigeon peas,2004,3515600.0
Pigeon peas,2005,3518500.0
Pigeon peas,2006,3580700.0
Pigeon peas,2007,3561600.0
Pigeon peas,2008,3728500.0
Pigeon peas,2009,3380000.0
Pigeon peas,2010,3466000.0
Pigeon peas,2011,4367000.0
Pigeon peas,2012,4070000.0
Pigeon peas,2013,3893000.0
Pigeon peas,2014,3904000.0
Pigeon peas,2015,3854000.0
Pigeon peas,2016,3963000.0
Pigeon peas,2017,5337890.0
Pigeon peas,2018,4438310.0
Pigeon peas,2019,4549540.0
Pineapples,1990,54587.0
Pineapples,1991,63647.0
Pineapples,1992,57059.0
Pineapples,1993,59436.0
Pineapples,1994,70000.0
Pineapples,1995,80000.0
Pineapples,1996,82000.0
Pineapples,1997,86215.0
Pineapples,1998,70000.0
Pineapples,1999,74200.0
Pineapples,2000,70000.0
Pineapples,2001,80000.0
Pineapples,2002,80000.0
Pineapples,2003,90000.0
Pineapples,2004,80900.0
Pineapples,2005,82800.0
Pineapples,2006,82400.0
Pineapples,2007,87000.0
Pineapples,2008,80000.0
Pineapples,2009,84000.0
Pineapples,2010,91900.0
Pineapples,2011,89000.0
Pineapples,2012,102000.0
Pineapples,2013,105000.0
Pineapples,2014,109880.0
Pineapples,2015,116000.0
Pineapples,2016,110000.0
Pineapples,2017,111000.0
Pineapples,2018,103000.0
Pineapples,2019,104000.0
Plums and sloes,1990,12500.0
Plums and sloes,1991,13000.0
Plums and sloes,1992,13500.0
Plums and sloes,1993,13800.0
Plums and sloes,1994,14000.0
Plums and sloes,1995,14097.0
Plums and sloes,1996,14567.0
Plums and sloes,1997,14641.0
Plums and sloes,1998,13600.0
Plums and sloes,1999,14340.0
Plums and sloes,2000,14213.0
Plums and sloes,2001,13623.0
Plums and sloes,2002,14376.0
Plums and sloes,2003,15000.0
Plums and sloes,2004,20000.0
Plums and sloes,2005,19982.0
Plums and sloes,2006,21000.0
Plums and sloes,2007,21902.0
Plums and sloes,2008,23049.0
Plums and sloes,2009,24157.0
Plums and sloes,2010,25000.0
Plums and sloes,2011,26000.0
Plums and sloes,2012,27000.0
Plums and sloes,2013,27500.0
Plums and sloes,2014,27600.0
Plums and sloes,2015,27712.0
Plums and sloes,2016,29440.0
Plums and sloes,2017,390345.0
Plums and sloes,2018,390345.0
Plums and sloes,2019,390345.0
Potatoes,1990,940000.0
Potatoes,1991,935500.0
Potatoes,1992,1135100.0
Potatoes,1993,1240000.0
Potatoes,1994,1047100.0
Potatoes,1995,1069400.0
Potatoes,1996,1109000.0
Potatoes,1997,1248800.0
Potatoes,1998,1208900.0
Potatoes,1999,1280200.0
Potatoes,2000,1340900.0
Potatoes,2001,1211300.0
Potatoes,2002,1259500.0
Potatoes,2003,1337200.0
Potatoes,2004,1484700.0
Potatoes,2005,1523900.0
Potatoes,2006,1569200.0
Potatoes,2007,1742800.0
Potatoes,2008,1796000.0
Potatoes,2009,1828300.0
Potatoes,2010,1835300.0
Potatoes,2011,1863200.0
Potatoes,2012,1907000.0
Potatoes,2013,1992200.0
Potatoes,2014,2024000.0
Potatoes,2015,2076000.0
Potatoes,2016,2117000.0
Potatoes,2017,2179000.0
Potatoes,2018,2142000.0
Potatoes,2019,2173000.0
Pulses nes,1990,1935300.0
Pulses nes,1991,2123100.0
Pulses nes,1992,2822400.0
Pulses nes,1993,2114400.0
Pulses nes,1994,2005400.0
Pulses nes,1995,2177900.0
Pulses nes,1996,1903500.0
Pulses nes,1997,1904500.0
Pulses nes,1998,1864500.0
Pulses nes,1999,1800000.0
Pulses nes,2000,1800000.0
Pulses nes,2001,1650000.0
Pulses nes,2002,1700000.0
Pulses nes,2003,1339000.0
Pulses nes,2004,1513900.0
Pulses nes,2005,1482400.0
Pulses nes,2006,1548300.0
Pulses nes,2007,1500000.0
Pulses nes,2008,1600000.0
Pulses nes,2009,1620000.0
Pulses nes,2010,1650000.0
Pulses nes,2011,1700000.0
Pulses nes,2012,2200000.0
Pulses nes,2013,2200000.0
Pulses nes,2014,2250000.0
Pulses nes,2015,2150527.0
Pulses nes,2016,2014050.0
Pulses nes,2017,2034139.0
Pulses nes,2018,2239124.0
Pulses nes,2019,2068064.0
"Pumpkins, squash and gourds",1990,306000.0
"Pumpkins, squash and gourds",1991,308000.0
"Pumpkins, squash and gourds",1992,310000.0
"Pumpkins, squash and gourds",1993,315000.0
"Pumpkins, squash and gourds",1994,320000.0
"Pumpkins, squash and gourds",1995,330000.0
"Pumpkins, squash and gourds",1996,335000.0
"Pumpkins, squash and gourds",1997,345000.0
"Pumpkins, squash and gourds",1998,350000.0
"Pumpkins, squash and gourds",1999,355000.0
"Pumpkins, squash and gourds",2000,360000.0
"Pumpkins, squash and gourds",2001,365080.0
"Pumpkins, squash and gourds",2002,375937.0
"Pumpkins, squash and gourds",2003,385827.0
"Pumpkins, squash and gourds",2004,395986.0
"Pumpkins, squash and gourds",2005,406348.0
"Pumpkins, squash and gourds",2006,430945.0
"Pumpkins, squash and gourds",2007,443741.0
"Pumpkins, squash and gourds",2008,457080.0
"Pumpkins, squash and gourds",2009,470336.0
"Pumpkins, squash and gourds",2010,482968.0
"Pumpkins, squash and gourds",2011,494932.0
"Pumpkins, squash and gourds",2012,510000.0
"Pumpkins, squash and gourds",2013,510000.0
"Pumpkins, squash and gourds",2014,523009.0
"Pumpkins, squash and gourds",2015,546286.0
"Pumpkins, squash and gourds",2016,560392.0
"Pumpkins, squash and gourds",2017,573742.0
"Pumpkins, squash and gourds",2018,390345.0
"Pumpkins, squash and gourds",2019,390345.0
Rapeseed,1990,4967000.0
Rapeseed,1991,5782100.0
Rapeseed,1992,6553400.0
Rapeseed,1993,6193000.0
Rapeseed,1994,6289400.0
Rapeseed,1995,6060000.0
Rapeseed,1996,6546000.0
Rapeseed,1997,6545400.0
Rapeseed,1998,7041000.0
Rapeseed,1999,6513200.0
Rapeseed,2000,6026800.0
Rapeseed,2001,4476700.0
Rapeseed,2002,5073000.0
Rapeseed,2003,4544000.0
Rapeseed,2004,5428100.0
Rapeseed,2005,7316400.0
Rapeseed,2006,7276500.0
Rapeseed,2007,6790000.0
Rapeseed,2008,5830000.0
Rapeseed,2009,6298100.0
Rapeseed,2010,5580000.0
Rapeseed,2011,6506400.0
Rapeseed,2012,5890000.0
Rapeseed,2013,6340000.0
Rapeseed,2014,6645740.0
Rapeseed,2015,5791000.0
Rapeseed,2016,5762000.0
Rapeseed,2017,6073820.0
Rapeseed,2018,5977160.0
Rapeseed,2019,6123930.0
"Rice, paddy",1990,42686608.0
"Rice, paddy",1991,42648704.0
"Rice, paddy",1992,41775000.0
"Rice, paddy",1993,42539000.0
"Rice, paddy",1994,42814000.0
"Rice, paddy",1995,42800000.0
"Rice, paddy",1996,43400000.0
"Rice, paddy",1997,43469800.0
"Rice, paddy",1998,44802300.0
"Rice, paddy",1999,45160000.0
"Rice, paddy",2000,44712000.0
"Rice, paddy",2001,44900000.0
"Rice, paddy",2002,41176100.0
"Rice, paddy",2003,42592500.0
"Rice, paddy",2004,41906700.0
"Rice, paddy",2005,43659800.0
"Rice, paddy",2006,43810000.0
"Rice, paddy",2007,43910000.0
"Rice, paddy",2008,45537400.0
"Rice, paddy",2009,41918300.0
"Rice, paddy",2010,42862400.0
"Rice, paddy",2011,44010000.0
"Rice, paddy",2012,42754000.0
"Rice, paddy",2013,44135950.0
"Rice, paddy",2014,44110000.0
"Rice, paddy",2015,43390000.0
"Rice, paddy",2016,43190000.0
"Rice, paddy",2017,43774070.0
"Rice, paddy",2018,44156450.0
"Rice, paddy",2019,43780000.0
"Rubber, natural",1990,289100.0
"Rubber, natural",1991,306400.0
"Rubber, natural",1992,323000.0
"Rubber, natural",1993,331000.0
"Rubber, natural",1994,339000.0
"Rubber, natural",1995,356000.0
"Rubber, natural",1996,366000.0
"Rubber, natural",1997,377000.0
"Rubber, natural",1998,387000.0
"Rubber, natural",1999,395000.0
"Rubber, natural",2000,400000.0
"Rubber, natural",2001,401000.0
"Rubber, natural",2002,408000.0
"Rubber, natural",2003,428000.0
"Rubber, natural",2004,440000.0
"Rubber, natural",2005,447000.0
"Rubber, natural",2006,454000.0
"Rubber, natural",2007,459000.0
"Rubber, natural",2008,463000.0
"Rubber, natural",2009,468000.0
"Rubber, natural",2010,477000.0
"Rubber, natural",2011,440000.0
"Rubber, natural",2012,442000.0
"Rubber, natural",2013,450000.0
"Rubber, natural",2014,455000.0
"Rubber, natural",2015,455991.0
"Rubber, natural",2016,461199.0
"Rubber, natural",2017,462618.0
"Rubber, natural",2018,462699.0
"Rubber, natural",2019,462779.0
Safflower seed,1990,842300.0
Safflower seed,1991,823200.0
Safflower seed,1992,501100.0
Safflower seed,1993,734100.0
Safflower seed,1994,793000.0
Safflower seed,1995,791000.0
Safflower seed,1996,684000.0
Safflower seed,1997,704000.0
Safflower seed,1998,200000.0
Safflower seed,1999,440200.0
Safflower seed,2000,438500.0
Safflower seed,2001,424800.0
Safflower seed,2002,404300.0
Safflower seed,2003,369500.0
Safflower seed,2004,363900.0
Safflower seed,2005,369100.0
Safflower seed,2006,364600.0
Safflower seed,2007,350000.0
Safflower seed,2008,350500.0
Safflower seed,2009,294600.0
Safflower seed,2010,287800.0
Safflower seed,2011,229060.0
Safflower seed,2012,178000.0
Safflower seed,2013,150000.0
Safflower seed,2014,177730.0
Safflower seed,2015,175000.0
Safflower seed,2016,144000.0
Safflower seed,2017,144270.0
Safflower seed,2018,82150.0
Safflower seed,2019,45890.0
Seed cotton,1990,7439600.0
Seed cotton,1991,7661400.0
Seed cotton,1992,7542000.0
Seed cotton,1993,7321000.0
Seed cotton,1994,7871000.0
Seed cotton,1995,9035000.0
Seed cotton,1996,9121000.0
Seed cotton,1997,8868000.0
Seed cotton,1998,9342400.0
Seed cotton,1999,8709700.0
Seed cotton,2000,8576500.0
Seed cotton,2001,9100000.0
Seed cotton,2002,7669700.0
Seed cotton,2003,7597900.0
Seed cotton,2004,8786600.0
Seed cotton,2005,8677100.0
Seed cotton,2006,9142000.0
Seed cotton,2007,9410000.0
Seed cotton,2008,9410000.0
Seed cotton,2009,10310000.0
Seed cotton,2010,11142000.0
Seed cotton,2011,12178000.0
Seed cotton,2012,11980000.0
Seed cotton,2013,11690000.0
Seed cotton,2014,13083000.0
Seed cotton,2015,11870000.0
Seed cotton,2016,10830000.0
Seed cotton,2017,12430000.0
Seed cotton,2018,12350000.0
Seed cotton,2019,16037757.0
Sesame seed,1990,2515500.0
Sesame seed,1991,2626800.0
Sesame seed,1992,2129000.0
Sesame seed,1993,2217000.0
Sesame seed,1994,1971000.0
Sesame seed,1995,1826000.0
Sesame seed,1996,1992000.0
Sesame seed,1997,1660000.0
Sesame seed,1998,1609000.0
Sesame seed,1999,1560200.0
Sesame seed,2000,1720000.0
Sesame seed,2001,1670600.0
Sesame seed,2002,1444400.0
Sesame seed,2003,1700300.0
Sesame seed,2004,1844000.0
Sesame seed,2005,1723200.0
Sesame seed,2006,1647000.0
Sesame seed,2007,1799000.0
Sesame seed,2008,1809100.0
Sesame seed,2009,1942100.0
Sesame seed,2010,2079280.0
Sesame seed,2011,1902000.0
Sesame seed,2012,1706000.0
Sesame seed,2013,1678190.0
Sesame seed,2014,1778000.0
Sesame seed,2015,1947000.0
Sesame seed,2016,1900000.0
Sesame seed,2017,1666930.0
Sesame seed,2018,1579770.0
Sesame seed,2019,1419970.0
Sorghum,1990,14358000.0
Sorghum,1991,12360000.0
Sorghum,1992,13041000.0
Sorghum,1993,12710000.0
Sorghum,1994,11514000.0
Sorghum,1995,11326000.0
Sorghum,1996,11400000.0
Sorghum,1997,10878400.0
Sorghum,1998,9794300.0
Sorghum,1999,10251100.0
Sorghum,2000,9856400.0
Sorghum,2001,9795200.0
Sorghum,2002,9300000.0
Sorghum,2003,9299800.0
Sorghum,2004,9330700.0
Sorghum,2005,9092300.0
Sorghum,2006,8667300.0
Sorghum,2007,8470000.0
Sorghum,2008,7764000.0
Sorghum,2009,7530900.0
Sorghum,2010,7787200.0
Sorghum,2011,7381700.0
Sorghum,2012,6250000.0
Sorghum,2013,6210000.0
Sorghum,2014,5790000.0
Sorghum,2015,6160000.0
Sorghum,2016,6080000.0
Sorghum,2017,5624420.0
Sorghum,2018,5024450.0
Sorghum,2019,4093290.0
Soybeans,1990,2564200.0
Soybeans,1991,3184800.0
Soybeans,1992,3789000.0
Soybeans,1993,4370500.0
Soybeans,1994,4318000.0
Soybeans,1995,5035000.0
Soybeans,1996,5233000.0
Soybeans,1997,5990200.0
Soybeans,1998,6493000.0
Soybeans,1999,6222500.0
Soybeans,2000,6416600.0
Soybeans,2001,6343100.0
Soybeans,2002,6105500.0
Soybeans,2003,6554700.0
Soybeans,2004,7571200.0
Soybeans,2005,7707500.0
Soybeans,2006,8334000.0
Soybeans,2007,8880000.0
Soybeans,2008,9510800.0
Soybeans,2009,9734700.0
Soybeans,2010,9554190.0
Soybeans,2011,10180000.0
Soybeans,2012,10840000.0
Soybeans,2013,11716430.0
Soybeans,2014,11086000.0
Soybeans,2015,11670000.0
Soybeans,2016,11180000.0
Soybeans,2017,11183400.0
Soybeans,2018,10328830.0
Soybeans,2019,11131260.0
Spices nes,1990,497600.0
Spices nes,1991,470000.0
Spices nes,1992,504800.0
Spices nes,1993,613200.0
Spices nes,1994,579000.0
Spices nes,1995,547000.0
Spices nes,1996,588000.0
Spices nes,1997,647000.0
Spices nes,1998,686500.0
Spices nes,1999,556300.0
Spices nes,2000,545300.0
Spices nes,2001,596300.0
Spices nes,2002,397500.0
Spices nes,2003,633600.0
Spices nes,2004,507600.0
Spices nes,2005,512400.0
Spices nes,2006,499300.0
Spices nes,2007,559500.0
Spices nes,2008,578000.0
Spices nes,2009,541000.0
Spices nes,2010,725600.0
Spices nes,2011,776516.0
Spices nes,2012,740990.0
Spices nes,2013,740337.0
Spices nes,2014,680000.0
Spices nes,2015,737000.0
Spices nes,2016,768000.0
Spices nes,2017,526000.0
Spices nes,2018,836000.0
Spices nes,2019,824000.0
Sugar cane,1990,3439000.0
Sugar cane,1991,3686000.0
Sugar cane,1992,3840000.0
Sugar cane,1993,3570000.0
Sugar cane,1994,3420000.0
Sugar cane,1995,3870000.0
Sugar cane,1996,4150000.0
Sugar cane,1997,4174100.0
Sugar cane,1998,3929800.0
Sugar cane,1999,4054900.0
Sugar cane,2000,4219700.0
Sugar cane,2001,4315700.0
Sugar cane,2002,4411600.0
Sugar cane,2003,4520300.0
Sugar cane,2004,3938400.0
Sugar cane,2005,3661500.0
Sugar cane,2006,4201100.0
Sugar cane,2007,5150000.0
Sugar cane,2008,5055200.0
Sugar cane,2009,4415400.0
Sugar cane,2010,4174600.0
Sugar cane,2011,4944390.0
Sugar cane,2012,5040000.0
Sugar cane,2013,5000000.0
Sugar cane,2014,4990000.0
Sugar cane,2015,5070000.0
Sugar cane,2016,4950000.0
Sugar cane,2017,4435690.0
Sugar cane,2018,4737060.0
Sugar cane,2019,5061090.0
Sunflower seed,1990,1633000.0
Sunflower seed,1991,2114000.0
Sunflower seed,1992,2085000.0
Sunflower seed,1993,2668000.0
Sunflower seed,1994,1998000.0
Sunflower seed,1995,2120000.0
Sunflower seed,1996,1930000.0
Sunflower seed,1997,1740000.0
Sunflower seed,1998,1824700.0
Sunflower seed,1999,1288100.0
Sunflower seed,2000,1073800.0
Sunflower seed,2001,1176800.0
Sunflower seed,2002,1642200.0
Sunflower seed,2003,2003500.0
Sunflower seed,2004,2160600.0
Sunflower seed,2005,2339600.0
Sunflower seed,2006,2160000.0
Sunflower seed,2007,1910000.0
Sunflower seed,2008,1812800.0
Sunflower seed,2009,1476600.0
Sunflower seed,2010,930000.0
Sunflower seed,2011,730000.0
Sunflower seed,2012,820000.0
Sunflower seed,2013,671500.0
Sunflower seed,2014,552000.0
Sunflower seed,2015,470000.0
Sunflower seed,2016,474000.0
Sunflower seed,2017,381110.0
Sunflower seed,2018,283510.0
Sunflower seed,2019,262010.0
Sweet potatoes,1990,157100.0
Sweet potatoes,1991,152600.0
Sweet potatoes,1992,136500.0
Sweet potatoes,1993,141400.0
Sweet potatoes,1994,143900.0
Sweet potatoes,1995,144600.0
Sweet potatoes,1996,141000.0
Sweet potatoes,1997,129900.0
Sweet potatoes,1998,120600.0
Sweet potatoes,1999,134400.0
Sweet potatoes,2000,114000.0
Sweet potatoes,2001,114000.0
Sweet potatoes,2002,131900.0
Sweet potatoes,2003,131900.0
Sweet potatoes,2004,133100.0
Sweet potatoes,2005,133300.0
Sweet potatoes,2006,122800.0
Sweet potatoes,2007,122700.0
Sweet potatoes,2008,123000.0
Sweet potatoes,2009,124300.0
Sweet potatoes,2010,118900.0
Sweet potatoes,2011,113200.0
Sweet potatoes,2012,110400.0
Sweet potatoes,2013,111800.0
Sweet potatoes,2014,105870.0
Sweet potatoes,2015,107000.0
Sweet potatoes,2016,126000.0
Sweet potatoes,2017,128000.0
Sweet potatoes,2018,131000.0
Sweet potatoes,2019,110000.0
Tea,1990,415000.0
Tea,1991,421000.0
Tea,1992,444000.0
Tea,1993,448000.0
Tea,1994,426000.0
Tea,1995,428000.0
Tea,1996,427000.0
Tea,1997,431000.0
Tea,1998,434000.0
Tea,1999,474000.0
Tea,2000,490000.0
Tea,2001,504000.0
Tea,2002,510000.0
Tea,2003,516000.0
Tea,2004,520000.0
Tea,2005,521000.0
Tea,2006,555611.0
Tea,2007,567020.0
Tea,2008,578458.0
Tea,2009,579000.0
Tea,2010,579000.0
Tea,2011,600000.0
Tea,2012,605000.0
Tea,2013,563980.0
Tea,2014,604000.0
Tea,2015,566660.0
Tea,2016,577480.0
Tea,2017,621610.0
Tea,2018,622947.0
Tea,2019,628199.0
"Tobacco, unmanufactured",1990,413100.0
"Tobacco, unmanufactured",1991,410800.0
"Tobacco, unmanufactured",1992,427000.0
"Tobacco, unmanufactured",1993,418500.0
"Tobacco, unmanufactured",1994,384800.0
"Tobacco, unmanufactured",1995,381000.0
"Tobacco, unmanufactured",1996,394000.0
"Tobacco, unmanufactured",1997,428000.0
"Tobacco, unmanufactured",1998,464000.0
"Tobacco, unmanufactured",1999,508100.0
"Tobacco, unmanufactured",2000,433400.0
"Tobacco, unmanufactured",2001,260000.0
"Tobacco, unmanufactured",2002,350000.0
"Tobacco, unmanufactured",2003,330000.0
"Tobacco, unmanufactured",2004,369700.0
"Tobacco, unmanufactured",2005,366500.0
"Tobacco, unmanufactured",2006,372800.0
"Tobacco, unmanufactured",2007,370000.0
"Tobacco, unmanufactured",2008,350000.0
"Tobacco, unmanufactured",2009,390690.0
"Tobacco, unmanufactured",2010,444280.0
"Tobacco, unmanufactured",2011,490000.0
"Tobacco, unmanufactured",2012,460000.0
"Tobacco, unmanufactured",2013,445873.0
"Tobacco, unmanufactured",2014,424511.0
"Tobacco, unmanufactured",2015,430962.0
"Tobacco, unmanufactured",2016,435507.0
"Tobacco, unmanufactured",2017,438294.0
"Tobacco, unmanufactured",2018,441903.0
"Tobacco, unmanufactured",2019,445993.0
Tomatoes,1990,290279.0
Tomatoes,1991,289077.0
Tomatoes,1992,308653.0
Tomatoes,1993,310000.0
Tomatoes,1994,350000.0
Tomatoes,1995,350000.0
Tomatoes,1996,374893.0
Tomatoes,1997,400000.0
Tomatoes,1998,410000.0
Tomatoes,1999,470000.0
Tomatoes,2000,460000.0
Tomatoes,2001,460000.0
Tomatoes,2002,458100.0
Tomatoes,2003,478800.0
Tomatoes,2004,502800.0
Tomatoes,2005,505400.0
Tomatoes,2006,546100.0
Tomatoes,2007,596000.0
Tomatoes,2008,566000.0
Tomatoes,2009,599100.0
Tomatoes,2010,634400.0
Tomatoes,2011,865000.0
Tomatoes,2012,907000.0
Tomatoes,2013,880000.0
Tomatoes,2014,882030.0
Tomatoes,2015,767000.0
Tomatoes,2016,774000.0
Tomatoes,2017,797000.0
Tomatoes,2018,789000.0
Tomatoes,2019,781000.0
"Vegetables, fresh nes",1990,2260000.0
"Vegetables, fresh nes",1991,2310000.0
"Vegetables, fresh nes",1992,1900000.0
"Vegetables, fresh nes",1993,2100000.0
"Vegetables, fresh nes",1994,1740000.0
"Vegetables, fresh nes",1995,2480000.0
"Vegetables, fresh nes",1996,2000000.0
"Vegetables, fresh nes",1997,2093466.0
"Vegetables, fresh nes",1998,2039300.0
"Vegetables, fresh nes",1999,2050000.0
"Vegetables, fresh nes",2000,2070000.0
"Vegetables, fresh nes",2001,2490000.0
"Vegetables, fresh nes",2002,2310000.0
"Vegetables, fresh nes",2003,3370000.0
"Vegetables, fresh nes",2004,1736800.0
"Vegetables, fresh nes",2005,2010200.0
"Vegetables, fresh nes",2006,2247400.0
"Vegetables, fresh nes",2007,2282000.0
"Vegetables, fresh nes",2008,2414000.0
"Vegetables, fresh nes",2009,2275400.0
"Vegetables, fresh nes",2010,2332000.0
"Vegetables, fresh nes",2011,2083000.0
"Vegetables, fresh nes",2012,2352000.0
"Vegetables, fresh nes",2013,2815000.0
"Vegetables, fresh nes",2014,2623000.0
"Vegetables, fresh nes",2015,2561030.0
"Vegetables, fresh nes",2016,2645115.0
"Vegetables, fresh nes",2017,2691177.0
"Vegetables, fresh nes",2018,2911000.0
"Vegetables, fresh nes",2019,2970000.0
"Walnuts, with shell",1990,24600.0
"Walnuts, with shell",1991,25800.0
"Walnuts, with shell",1992,26400.0
"Walnuts, with shell",1993,27500.0
"Walnuts, with shell",1994,28400.0
"Walnuts, with shell",1995,28800.0
"Walnuts, with shell",1996,29120.0
"Walnuts, with shell",1997,29950.0
"Walnuts, with shell",1998,29950.0
"Walnuts, with shell",1999,30300.0
"Walnuts, with shell",2000,30200.0
"Walnuts, with shell",2001,30200.0
"Walnuts, with shell",2002,30200.0
"Walnuts, with shell",2003,30500.0
"Walnuts, with shell",2004,30500.0
"Walnuts, with shell",2005,30800.0
"Walnuts, with shell",2006,30800.0
"Walnuts, with shell",2007,30800.0
"Walnuts, with shell",2008,30800.0
"Walnuts, with shell",2009,30800.0
"Walnuts, with shell",2010,30800.0
"Walnuts, with shell",2011,30800.0
"Walnuts, with shell",2012,31500.0
"Walnuts, with shell",2013,31000.0
"Walnuts, with shell",2014,31000.0
"Walnuts, with shell",2015,31000.0
"Walnuts, with shell",2016,31000.0
"Walnuts, with shell",2017,390345.0
"Walnuts, with shell",2018,390345.0
"Walnuts, with shell",2019,390345.0
Watermelons,1990,16000.0
Watermelons,1991,16194.0
Watermelons,1992,16300.0
Watermelons,1993,16500.0
Watermelons,1994,16800.0
Watermelons,1995,17000.0
Watermelons,1996,17300.0
Watermelons,1997,19000.0
Watermelons,1998,19076.0
Watermelons,1999,19574.0
Watermelons,2000,20000.0
Watermelons,2001,20687.0
Watermelons,2002,21383.0
Watermelons,2003,22078.0
Watermelons,2004,22771.0
Watermelons,2005,23393.0
Watermelons,2006,24066.0
Watermelons,2007,24737.0
Watermelons,2008,25409.0
Watermelons,2009,26080.0
Watermelons,2010,26753.0
Watermelons,2011,67400.0
Watermelons,2012,71000.0
Watermelons,2013,81000.0
Watermelons,2014,75000.0
Watermelons,2015,89000.0
Watermelons,2016,95000.0
Watermelons,2017,91000.0
Watermelons,2018,101000.0
Watermelons,2019,100000.0
Wheat,1990,23501904.0
Wheat,1991,24167104.0
Wheat,1992,23261904.0
Wheat,1993,24588900.0
Wheat,1994,25147300.0
Wheat,1995,25700000.0
Wheat,1996,25011000.0
Wheat,1997,25887100.0
Wheat,1998,26696100.0
Wheat,1999,27523300.0
Wheat,2000,27486000.0
Wheat,2001,25730600.0
Wheat,2002,26344700.0
Wheat,2003,25195700.0
Wheat,2004,26594700.0
Wheat,2005,26382900.0
Wheat,2006,26483600.0
Wheat,2007,27994500.0
Wheat,2008,28038600.0
Wheat,2009,27752400.0
Wheat,2010,28457400.0
Wheat,2011,29068600.0
Wheat,2012,29860000.0
Wheat,2013,29650000.0
Wheat,2014,30470000.0
Wheat,2015,31470000.0
Wheat,2016,30420000.0
Wheat,2017,30785230.0
Wheat,2018,29650590.0
Wheat,2019,29318790.0
